PO,Line,Revision,Contract,Line.1,Revision.1,Repair/Replace/Rework,Delivery Seq,Contact,E-mail,Item Number,Item Description,PPAP Req,Due Date,Supplier Commit Date,Govt Req,Original Order Qty,Balance Due,Avail Ship Qty,Draft,Kanban Item,Ack Req,Acknowledgement Text,Del Sch Creation Date,Notes,Ship To Label,Location Name,Address 1,City,State,Zip,Country
6600663670,10,0,7000014408.0,50.0,22.0,,1,Name 1,Mail ID 2,Part 285,"PLATE ASSEMBLY, TRIM, GROUND - HELI-C...",N,2026-01-02T00:00:00,2026-01-02T00:00:00,,4,4,4,,N ,N,ACCEPT,2025-06-21T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600677439,10,0,7000014539.0,160.0,3.0,,1,Name 1,Mail ID 2,Part 300,"BRACKET, SPRING",N,2026-01-02T00:00:00,2026-01-02T00:00:00,,3,3,3,,N ,N,ACCEPT,2025-09-10T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600659679,10,1,7000009388.0,430.0,59.0,,1,Name 1,Mail ID 2,Part 273,"BRAKE STOP, DYNAMIC BRAKECDL203",N,2026-01-02T00:00:00,2026-01-02T00:00:00,,79,79,79,,N ,N,ACCEPT,2025-05-31T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600664820,10,1,7000014539.0,150.0,3.0,,1,Name 1,Mail ID 2,Part 301,"PLATE ASSEMBLY, RVDT - HELI-COIL INSE...",N,2026-01-03T00:00:00,2026-01-13T00:00:00,,13,13,13,,N ,N,ACCEPT,2025-06-28T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600657618,20,10,7000009388.0,30.0,59.0,,1,Name 1,Mail ID 2,Part 289,"SLEEVE, BEARING SUPPORT, MOTOR - SIZE...",N,2026-01-05T00:00:00,2026-01-05T00:00:00,,54,54,54,,N ,N,ACCEPT,2025-06-25T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600669655,10,2,7000009388.0,30.0,59.0,,1,Name 1,Mail ID 2,Part 289,"SLEEVE, BEARING SUPPORT, MOTOR - SIZE...",N,2026-01-05T00:00:00,2026-01-05T00:00:00,,75,75,75,,N ,N,ACCEPT,2025-07-28T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600607188,10,6,7000009388.0,50.0,59.0,,1,Name 1,Mail ID 2,Part 302,"HOUSING, RESOLVER",N,2026-01-05T00:00:00,2026-01-05T00:00:00,,20,20,20,,N ,N,Accepted,2024-08-06T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600652581,10,4,7000012834.0,10.0,5.0,,1,Name 1,Mail ID 2,Part 303,"HOUSING, SIZE ""C"" MOTOR, SQUARE FLANGE",N,2026-01-05T00:00:00,2026-01-05T00:00:00,,64,64,64,,N ,N,ACCEPT,2025-04-18T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600657097,10,2,7000012834.0,10.0,5.0,,1,Name 1,Mail ID 2,Part 303,"HOUSING, SIZE ""C"" MOTOR, SQUARE FLANGE",N,2026-01-05T00:00:00,2026-01-05T00:00:00,,40,40,40,,N ,N,ACCEPT,2025-05-15T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600657098,10,2,7000012834.0,10.0,5.0,,1,Name 1,Mail ID 2,Part 303,"HOUSING, SIZE ""C"" MOTOR, SQUARE FLANGE",N,2026-01-05T00:00:00,2026-01-05T00:00:00,,40,40,40,,N ,N,ACCEPT,2025-05-15T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600657099,10,2,7000012834.0,10.0,5.0,,1,Name 1,Mail ID 2,Part 303,"HOUSING, SIZE ""C"" MOTOR, SQUARE FLANGE",N,2026-01-05T00:00:00,2026-01-05T00:00:00,,40,40,40,,N ,N,Accepted,2025-05-15T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600653856,10,4,7000009388.0,60.0,59.0,,1,Name 1,Mail ID 2,Part 304,"HOUSING .875 O.D., BDC MOTOR-TACH-HAL...",N,2026-01-05T00:00:00,2026-01-05T00:00:00,,21,21,21,,N ,N,accepted,2025-04-26T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600658719,10,0,7000014539.0,30.0,3.0,,1,Name 1,Mail ID 2,Part 266,"PLATE, COVER",N,2026-01-05T00:00:00,2026-01-05T00:00:00,,24,24,24,,N ,N,ACCEPT,2025-05-24T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600638146,10,3,7000009388.0,320.0,59.0,,1,Name 1,Mail ID 2,Part 305,ROD END,N,2026-01-05T00:00:00,2026-01-05T00:00:00,,15,15,15,,N ,N,accepted,2025-02-04T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600638147,10,4,7000009388.0,320.0,59.0,,1,Name 1,Mail ID 2,Part 305,ROD END,N,2026-01-05T00:00:00,2026-01-05T00:00:00,,14,14,14,,N ,N,accepted,2025-02-04T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600651578,10,2,7000009388.0,320.0,59.0,,1,Name 1,Mail ID 2,Part 305,ROD END,N,2026-01-05T00:00:00,2026-01-05T00:00:00,,18,18,0,,N ,N,accepted,2025-04-13T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600666469,10,2,7000001444.0,30.0,30.0,,1,Name 1,Mail ID 2,Part 306,"HOUSING, MACHINED",N,2026-01-05T00:00:00,2026-01-05T00:00:00,,138,138,138,,N ,N,ACCEPT,2025-07-06T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600666631,10,0,7000001444.0,30.0,30.0,,1,Name 1,Mail ID 2,Part 306,"HOUSING, MACHINED",N,2026-01-05T00:00:00,2026-01-05T00:00:00,"N00019-22-C-0004,DO-A1,6.296,USD55.34",148,148,148,,N ,N,ACCEPT,2025-07-08T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600663666,10,2,7000001444.0,40.0,30.0,,1,Name 1,Mail ID 2,Part 276,"HOUSING, MACHINED",N,2026-01-05T00:00:00,2026-01-05T00:00:00,,30,30,30,,N ,N,ACCEPT,2025-06-21T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600666471,10,2,7000001444.0,40.0,30.0,,1,Name 1,Mail ID 2,Part 276,"HOUSING, MACHINED",N,2026-01-05T00:00:00,2026-01-05T00:00:00,,30,30,30,,N ,N,ACCEPT,2025-07-06T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600666472,10,2,7000001444.0,40.0,30.0,,1,Name 1,Mail ID 2,Part 276,"HOUSING, MACHINED",N,2026-01-05T00:00:00,2026-01-05T00:00:00,,90,90,90,,N ,N,ACCEPT,2025-07-06T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600656782,10,2,7000009388.0,180.0,59.0,,1,Name 1,Mail ID 2,Part 307,"HOUSING, RVDT - SIZE 8, .100 STK HGT-...",N,2026-01-05T00:00:00,2026-01-05T00:00:00,,67,67,67,,N ,N,ACCEPT,2025-05-13T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600662424,10,2,7000009388.0,180.0,59.0,,1,Name 1,Mail ID 2,Part 307,"HOUSING, RVDT - SIZE 8, .100 STK HGT-...",N,2026-01-05T00:00:00,2026-01-05T00:00:00,,38,38,38,,N ,N,ACCEPT,2025-06-14T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600644594,10,5,7000011046.0,10.0,3.0,,1,Name 1,Mail ID 2,Part 308,"HOUSING, RESOLVER - SIZE 11, DUAL, .3...",N,2026-01-05T00:00:00,2026-01-05T00:00:00,,60,60,60,,N ,N,accepted,2025-03-08T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600647258,10,4,7000011046.0,10.0,3.0,,1,Name 1,Mail ID 2,Part 308,"HOUSING, RESOLVER - SIZE 11, DUAL, .3...",N,2026-01-05T00:00:00,2026-01-05T00:00:00,,50,50,50,,N ,N,accepted,2025-03-22T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600655140,10,3,7000011046.0,10.0,3.0,,1,Name 1,Mail ID 2,Part 308,"HOUSING, RESOLVER - SIZE 11, DUAL, .3...",N,2026-01-05T00:00:00,2026-01-05T00:00:00,,40,40,40,,N ,N,accepted,2025-05-03T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600664812,10,2,7000001444.0,100.0,30.0,,1,Name 1,Mail ID 2,Part 278,"ROTOR SHAFT, FRONT",N,2026-01-05T00:00:00,2026-01-05T00:00:00,,60,60,60,,N ,N,ACCEPT,2025-06-28T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600662431,10,4,7000014539.0,90.0,3.0,,1,Name 1,Mail ID 2,Part 291,"LINK, THRUST REVERSE",N,2026-01-05T00:00:00,2026-01-05T00:00:00,,16,16,16,,N ,N,ACCEPT,2025-06-14T00:00:00,21-JUN-2025: RM delay,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600659680,10,2,7000012834.0,80.0,5.0,,1,Name 1,Mail ID 2,Part 309,"LEVER, THROTTLE, LEFT",N,2026-01-05T00:00:00,2026-01-05T00:00:00,,5,5,5,,N ,N,ACCEPT,2025-05-31T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600658720,10,2,7000014539.0,130.0,3.0,,1,Name 1,Mail ID 2,Part 299,"LEVER, CONTROL",N,2026-01-05T00:00:00,2026-01-05T00:00:00,,6,6,6,,N ,N,ACCEPT,2025-05-24T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600646017,10,3,7000014408.0,50.0,22.0,,1,Name 1,Mail ID 2,Part 285,"PLATE ASSEMBLY, TRIM, GROUND - HELI-C...",N,2026-01-05T00:00:00,2026-01-05T00:00:00,,7,7,7,,N ,N,accepted,2025-03-15T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600676539,10,2,7000014408.0,60.0,22.0,,1,Name 1,Mail ID 2,Part 310,"PLATE ASSEMBLY, TRIM, SECONDARY - HEL...",N,2026-01-05T00:00:00,2026-01-05T00:00:00,,13,13,13,,N ,N,ACCEPT,2025-09-04T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600648692,10,3,7000014408.0,130.0,22.0,,1,Name 1,Mail ID 2,Part 286,"ARM, RUDDER, LEFT",N,2026-01-05T00:00:00,2026-01-05T00:00:00,,14,14,14,,N ,N,accepted,2025-03-29T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600668970,10,0,7000015123.0,50.0,4.0,,1,Name 1,Mail ID 2,Part 311,"PLUG, SPRING, CENTERING MECHANISM",N,2026-01-05T00:00:00,2026-01-05T00:00:00,,9,9,9,,N ,N,ACCEPT,2025-07-23T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600665540,10,2,7000009388.0,430.0,59.0,,1,Name 1,Mail ID 2,Part 273,"BRAKE STOP, DYNAMIC BRAKECDL203",N,2026-01-05T00:00:00,2026-01-05T00:00:00,,48,48,48,,N ,N,ACCEPT,2025-07-02T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600666373,10,2,7000009388.0,430.0,59.0,,1,Name 1,Mail ID 2,Part 273,"BRAKE STOP, DYNAMIC BRAKECDL203",N,2026-01-05T00:00:00,2026-01-05T00:00:00,,88,88,88,,N ,N,ACCEPT,2025-07-05T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600689451,10,1,7000009388.0,20.0,59.0,,1,Name 1,Mail ID 2,Part 269,"COVER, REAR, RIGHT ANGLE MANUAL OVERDRIV",N,2026-01-06T00:00:00,2026-01-10T00:00:00,,9,9,9,,Y ,N,ACCEPT,2025-11-18T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600689452,10,1,7000009388.0,20.0,59.0,,1,Name 1,Mail ID 2,Part 269,"COVER, REAR, RIGHT ANGLE MANUAL OVERDRIV",N,2026-01-06T00:00:00,2026-01-10T00:00:00,,9,9,9,,Y ,N,ACCEPT,2025-11-18T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600689453,10,1,7000009388.0,20.0,59.0,,1,Name 1,Mail ID 2,Part 269,"COVER, REAR, RIGHT ANGLE MANUAL OVERDRIV",N,2026-01-06T00:00:00,2026-01-10T00:00:00,,9,9,9,,Y ,N,ACCEPT,2025-11-18T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600646022,10,3,7000015123.0,30.0,4.0,,1,Name 1,Mail ID 2,Part 283,"HOUSING, BDC MOTOR- BRAKE, DYNAMIC",N,2026-01-06T00:00:00,2026-01-06T00:00:00,,30,30,30,,N ,N,accepted,2025-03-15T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600646023,10,2,7000015123.0,30.0,4.0,,1,Name 1,Mail ID 2,Part 283,"HOUSING, BDC MOTOR- BRAKE, DYNAMIC",N,2026-01-06T00:00:00,2026-01-06T00:00:00,,20,20,20,,N ,N,accepted,2025-03-15T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600669618,10,1,7000015123.0,30.0,4.0,,1,Name 1,Mail ID 2,Part 283,"HOUSING, BDC MOTOR- BRAKE, DYNAMIC",N,2026-01-06T00:00:00,2026-01-06T00:00:00,,10,10,10,,N ,N,ACCEPT,2025-07-27T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600670477,10,0,7000009388.0,150.0,59.0,,1,Name 1,Mail ID 2,Part 312,"ARM, BEARING",N,2026-01-06T00:00:00,2026-01-06T00:00:00,,30,30,30,,N ,N,ACCEPT,2025-07-30T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600665541,10,1,7000014539.0,90.0,3.0,,1,Name 1,Mail ID 2,Part 291,"LINK, THRUST REVERSE",N,2026-01-06T00:00:00,2026-01-06T00:00:00,,4,4,4,,N ,N,ACCEPT,2025-07-02T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600648694,10,2,7000014539.0,100.0,3.0,,1,Name 1,Mail ID 2,Part 287,"PLATE, GEAR TRAIN SUPPORT, SENSOR",N,2026-01-06T00:00:00,2026-01-06T00:00:00,,30,30,30,,N ,N,accepted,2025-03-29T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600662432,10,0,7000014539.0,130.0,3.0,,1,Name 1,Mail ID 2,Part 299,"LEVER, CONTROL",N,2026-01-06T00:00:00,2026-01-06T00:00:00,,6,6,6,,N ,N,ACCEPT,2025-06-14T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600645114,10,4,7000014408.0,90.0,22.0,,1,Name 1,Mail ID 2,Part 313,"SLIDE, RAIL, BELLCRANK",N,2026-01-06T00:00:00,2026-01-06T00:00:00,,80,80,80,,N ,N,accepted,2025-03-12T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600634856,10,4,7000012834.0,20.0,5.0,,1,Name 1,Mail ID 2,Part 314,"HOUSING, BDC MOTOR- BRAKE, DYNAMIC",N,2026-01-07T00:00:00,2026-01-07T00:00:00,,10,10,10,,N ,N,accepted,2025-01-17T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600640744,10,3,7000012834.0,30.0,5.0,,1,Name 1,Mail ID 2,Part 315,"REARBELL, BDC MOTOR- BRAKE, SCREW FAS...",N,2026-01-07T00:00:00,2026-01-07T00:00:00,,40,40,40,,N ,N,accepted,2025-02-18T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600644596,10,1,7000012834.0,50.0,5.0,,1,Name 1,Mail ID 2,Part 316,"SLEEVE, SLIDER, INNER",N,2026-01-07T00:00:00,2026-01-07T00:00:00,,7,7,7,,N ,N,accepted,2025-03-08T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600666371,10,2,7000009388.0,120.0,59.0,,1,Name 1,Mail ID 2,Part 267,"CLAMP, PIN,  CAPTURE LOCK, HELI-COIL ASS",N,2026-01-07T00:00:00,2026-01-07T00:00:00,,16,16,16,,N ,N,ACCEPT,2025-07-05T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600642824,10,2,7000014539.0,40.0,3.0,,1,Name 1,Mail ID 2,Part 317,"CLEVIS, REAR",N,2026-01-07T00:00:00,2026-01-07T00:00:00,,16,16,16,,N ,N,accepted,2025-02-27T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600657529,10,2,7000001444.0,30.0,30.0,,1,Name 1,Mail ID 2,Part 306,"HOUSING, MACHINED",N,2026-01-07T00:00:00,2026-01-07T00:00:00,,80,80,80,,N ,N,ACCEPT,2025-05-17T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600663100,10,2,7000001444.0,30.0,30.0,,1,Name 1,Mail ID 2,Part 306,"HOUSING, MACHINED",N,2026-01-07T00:00:00,2026-01-07T00:00:00,,133,133,133,,N ,N,ACCEPT,2025-06-19T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600659677,10,2,7000001444.0,40.0,30.0,,1,Name 1,Mail ID 2,Part 276,"HOUSING, MACHINED",N,2026-01-07T00:00:00,2026-01-07T00:00:00,,60,60,60,,N ,N,ACCEPT,2025-05-31T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600652038,10,2,7000001444.0,50.0,30.0,,1,Name 1,Mail ID 2,Part 281,"HOUSING, MACHINED, INT-REAR   0.300 S...",N,2026-01-07T00:00:00,2026-01-07T00:00:00,,90,90,90,,N ,N,accepted,2025-04-15T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600664423,10,2,7000009388.0,160.0,59.0,,1,Name 1,Mail ID 2,Part 318,"ARM, BEARING",N,2026-01-07T00:00:00,2026-01-07T00:00:00,,62,62,62,,N ,N,ACCEPT,2025-06-27T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600666474,10,0,7000001444.0,190.0,30.0,,1,Name 1,Mail ID 2,Part 265,"END BELL, RESOLVER - SIZE 11, BRUSHLE...",N,2026-01-07T00:00:00,2026-01-07T00:00:00,,30,30,30,,N ,N,ACCEPT,2025-07-06T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600666475,10,0,7000001444.0,190.0,30.0,,1,Name 1,Mail ID 2,Part 265,"END BELL, RESOLVER - SIZE 11, BRUSHLE...",N,2026-01-07T00:00:00,2026-01-07T00:00:00,,90,90,90,,N ,N,ACCEPT,2025-07-06T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600657922,10,1,7000012834.0,90.0,5.0,,1,Name 1,Mail ID 2,Part 268,"LEVER, THROTTLE, RIGHT",N,2026-01-07T00:00:00,2026-01-07T00:00:00,,5,5,5,,N ,N,ACCEPT,2025-05-20T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600642441,10,4,,,,,1,Name 1,Mail ID 2,Part 319,"PLATE, GEAR TRAIN SUPPORT, MOTOR",N,2026-01-07T00:00:00,2026-01-07T00:00:00,,36,36,36,,N ,N,accepted,2025-02-25T00:00:00,07-MAR-2025: Delay in RM ; ETA October,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600642445,10,4,,,,,1,Name 1,Mail ID 2,Part 319,"PLATE, GEAR TRAIN SUPPORT, MOTOR",N,2026-01-07T00:00:00,2026-01-07T00:00:00,,36,36,36,,N ,N,accepted,2025-02-25T00:00:00,07-MAR-2025: Delay in RM ; RM ETA October,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600654310,10,2,,,,,1,Name 1,Mail ID 2,Part 319,"PLATE, GEAR TRAIN SUPPORT, MOTOR",N,2026-01-07T00:00:00,2026-01-07T00:00:00,,60,60,60,,N ,N,accepted,2025-04-30T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600657533,10,3,7000015123.0,40.0,4.0,,1,Name 1,Mail ID 2,Part 320,"HOUSING, PLUNGER, DETENT",N,2026-01-07T00:00:00,2026-01-07T00:00:00,,6,6,6,,N ,N,ACCEPT,2025-05-17T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600656278,10,3,7000014539.0,130.0,3.0,,1,Name 1,Mail ID 2,Part 299,"LEVER, CONTROL",N,2026-01-07T00:00:00,2026-01-07T00:00:00,,6,6,6,,N ,N,ACCEPT,2025-05-10T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600658718,10,2,7000014408.0,50.0,22.0,,1,Name 1,Mail ID 2,Part 285,"PLATE ASSEMBLY, TRIM, GROUND - HELI-C...",N,2026-01-07T00:00:00,2026-01-07T00:00:00,,4,4,4,,N ,N,ACCEPT,2025-05-24T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600661068,10,2,7000014408.0,50.0,22.0,,1,Name 1,Mail ID 2,Part 285,"PLATE ASSEMBLY, TRIM, GROUND - HELI-C...",N,2026-01-07T00:00:00,2026-01-07T00:00:00,,6,6,6,,N ,N,ACCEPT,2025-06-07T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600661072,10,2,7000014408.0,130.0,22.0,,1,Name 1,Mail ID 2,Part 286,"ARM, RUDDER, LEFT",N,2026-01-07T00:00:00,2026-01-07T00:00:00,,12,12,12,,N ,N,ACCEPT,2025-06-07T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600661064,10,2,7000009388.0,400.0,59.0,,1,Name 1,Mail ID 2,Part 275,"SLEEVE, MOUNTING, GEARHEAD - SIZE 9, ...",N,2026-01-07T00:00:00,2026-01-07T00:00:00,,60,60,60,,N ,N,ACCEPT,2025-06-07T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600655141,10,2,7000011688.0,20.0,2.0,,1,Name 1,Mail ID 2,Part 277,"BRACKET, BRACKET, EMI SHEILD, INNER",N,2026-01-07T00:00:00,2026-01-07T00:00:00,,12,12,12,,N ,N,ACCEPT,2025-05-03T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600661065,10,2,7000011688.0,20.0,2.0,,1,Name 1,Mail ID 2,Part 277,"BRACKET, BRACKET, EMI SHEILD, INNER",N,2026-01-07T00:00:00,2026-01-07T00:00:00,,28,28,28,,N ,N,ACCEPT,2025-06-07T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600665539,10,1,7000009388.0,340.0,59.0,,1,Name 1,Mail ID 2,Part 321,ROTOR SHAFT (STOCK),N,2026-01-08T00:00:00,2026-01-08T00:00:00,,35,35,35,,N ,N,ACCEPT,2025-07-02T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600663668,10,0,7000011688.0,20.0,2.0,,1,Name 1,Mail ID 2,Part 277,"BRACKET, BRACKET, EMI SHEILD, INNER",N,2026-01-08T00:00:00,2026-01-08T00:00:00,,28,28,28,,N ,N,ACCEPT,2025-06-21T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600638350,10,2,7000011959.0,10.0,2.0,,1,Name 1,Mail ID 2,Part 322,"ASSEMBLY, PLATE, SWITCH MOUNTING,HELI-CO",N,2026-01-09T00:00:00,2026-01-09T00:00:00,,32,32,32,,N ,N,accepted,2025-02-05T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600668433,10,3,7000014539.0,60.0,3.0,,1,Name 1,Mail ID 2,Part 323,"ARM, LINKAGE",N,2026-01-09T00:00:00,2026-01-09T00:00:00,,7,7,7,,N ,N,ACCEPT,2025-07-19T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600657530,10,1,7000009388.0,160.0,59.0,,1,Name 1,Mail ID 2,Part 318,"ARM, BEARING",N,2026-01-09T00:00:00,2026-01-09T00:00:00,,93,93,93,,N ,N,ACCEPT,2025-05-17T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600662423,10,0,7000009388.0,170.0,59.0,,1,Name 1,Mail ID 2,Part 282,"HOUSING, 0.300 STACK HGT., NO RES, PR...",N,2026-01-09T00:00:00,2026-01-09T00:00:00,,4,4,4,,N ,N,ACCEPT,2025-06-14T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600638345,10,2,7000009388.0,210.0,59.0,,1,Name 1,Mail ID 2,Part 324,"HOUSING, BEARING",N,2026-01-09T00:00:00,2026-01-09T00:00:00,,11,11,11,,N ,N,accepted,2025-02-05T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600668851,10,0,,,,,1,Name 1,Mail ID 2,Part 255,"HOUSING, DUAL WINDING",N,2026-01-09T00:00:00,2026-01-09T00:00:00,,104,104,104,,N ,N,ACCEPT,2025-07-22T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600666707,10,1,7000001444.0,110.0,30.0,,1,Name 1,Mail ID 2,Part 256,"SHAFT, ROTOR, RESOLVER - SIZE 11, FRONT",N,2026-01-09T00:00:00,2026-01-09T00:00:00,"FA8625-11-C-6600,DO-A1,4.029,USD65.14;FA8609-22-D-B010,-,0.504,USD8.15;,-,1.007,USD16.28",30,30,30,,N ,N,ACCEPT,2025-07-08T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600668088,10,3,7000009388.0,270.0,59.0,,1,Name 1,Mail ID 2,Part 264,"END BELL, FRONT, 1.0 SQUARE BRAKE",N,2026-01-09T00:00:00,2026-01-09T00:00:00,,33,33,33,,N ,N,ACCEPT,2025-07-17T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600653859,10,3,7000009388.0,430.0,59.0,,1,Name 1,Mail ID 2,Part 273,"BRAKE STOP, DYNAMIC BRAKECDL203",N,2026-01-10T00:00:00,2026-01-10T00:00:00,,44,44,44,,N ,N,accepted,2025-04-26T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600668913,10,0,7000014408.0,20.0,22.0,,1,Name 1,Mail ID 2,Part 270,"PLATE, LEVER LOCKOUT",N,2026-01-12T00:00:00,2026-01-12T00:00:00,,20,20,20,,N ,N,ACCEPT,2025-07-22T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600648695,10,2,7000015123.0,40.0,4.0,,1,Name 1,Mail ID 2,Part 320,"HOUSING, PLUNGER, DETENT",N,2026-01-12T00:00:00,2026-01-12T00:00:00,,9,9,9,,N ,N,accepted,2025-03-29T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600659689,10,1,7000015123.0,40.0,4.0,,1,Name 1,Mail ID 2,Part 320,"HOUSING, PLUNGER, DETENT",N,2026-01-12T00:00:00,2026-01-12T00:00:00,,3,3,3,,N ,N,ACCEPT,2025-05-31T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600659687,10,3,7000014539.0,140.0,3.0,,1,Name 1,Mail ID 2,Part 274,"HANDLE, FLAP",Y,2026-01-12T00:00:00,2026-01-12T00:00:00,,60,60,60,,N ,N,ACCEPT,2025-05-31T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
6600670388,10,0,,,,,1,Name 1,Mail ID 2,Part 280,"HOUSING, MACHINED",N,2026-01-13T00:00:00,2026-01-13T00:00:00,,30,30,30,,N ,N,ACCEPT,2025-07-29T00:00:00,,22828,Customer W 1,6800  Street,Miles,IL,60714,US
