Part Nbr,Part Description,Part Revision Nbr,MQI Rev Nbr,PO Nbr,Line Nbr,Sched Rel,Status Code,Buyer Code,Open Sched Qty,Need Date,Promise Date,Delivery Date,PO Status,Notes,Division Name,Last Rcpt Qty,Location Name,PO Rel,Last Rcpt Date,Accum Rcpt Qty,In Transit Qty,Orig Need Date,Orig Sched Qty,DivisionID,LocationCD,Company Nbr,Order Date,Contract Nbr,Stocking UOM,Supplier Name,Supplier ID
Part 19,ASSY-HOUSING-SHARED,D,12,LTA5F0328A,5,145,PL,12,18,02/01/2027,,02/01/2027,Open,N,FLUID SYSTEMS - IRVINE,17.0,"IRVINE, CA",0,10/28/2025,0,0.0,05/25/2000,18,687648,J1,66,05/22/2017,Commercial,EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 10,HOUSING ASSY-GY,B,14,KBA500328A,20,50,PL,12,48,02/02/2027,,02/02/2027,Open,N,FLUID SYSTEMS - IRVINE,48.0,"IRVINE, CA",0,10/31/2025,0,0.0,02/20/2000,48,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 3,"FITTING,INLET KB-GY",-,7,KBA500328A,19,56,PL,12,20,02/04/2027,,02/04/2027,Open,N,FLUID SYSTEMS - IRVINE,29.0,"IRVINE, CA",0,11/14/2025,0,0.0,02/26/2000,20,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 13,RETAINER ASSY         -KB,D,3,KBA500328A,8,62,PL,12,16,02/05/2027,,02/05/2027,Open,N,FLUID SYSTEMS - IRVINE,14.0,"IRVINE, CA",0,11/07/2025,0,0.0,03/03/2000,16,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 25,ASSY-HOUSING,E,10,LTA500328A,17,69,PL,12,140,02/05/2027,,02/05/2027,Open,N,FLUID SYSTEMS - IRVINE,123.0,"IRVINE, CA",0,11/04/2025,0,0.0,03/10/2000,30,687648,J1,66,12/12/2016,Commercial,EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 4,HOUSING ASSY,E,5,KBA500328A,17,104,PL,12,6,02/08/2027,,02/08/2027,Open,N,FLUID SYSTEMS - IRVINE,6.0,"IRVINE, CA",0,11/14/2025,0,0.0,04/14/2000,3,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 12,CLAMP DISK RING       -KB,D,9,KBA500328A,6,80,PL,12,10,02/09/2027,,02/09/2027,Open,N,FLUID SYSTEMS - IRVINE,7.0,"IRVINE, CA",0,11/07/2025,0,0.0,03/21/2000,10,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 9,GEAR HOUSING-GY -KB,B,13,KBA500328A,15,149,PL,12,40,02/09/2027,,02/09/2027,Open,N,FLUID SYSTEMS - IRVINE,47.0,"IRVINE, CA",0,11/07/2025,0,0.0,05/29/2000,40,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 28,"HOUSING, BEARING      -KB",-,1,KBA500328A,12,129,PL,12,12,02/12/2027,,02/12/2027,Open,N,FLUID SYSTEMS - IRVINE,12.0,"IRVINE, CA",0,11/26/2025,0,0.0,05/09/2000,12,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 15,BRACKET               -KB,-,2,KBA500328A,9,63,PL,12,20,02/10/2027,,02/10/2027,Open,N,FLUID SYSTEMS - IRVINE,19.0,"IRVINE, CA",0,07/09/2025,0,0.0,03/04/2000,20,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 9,GEAR HOUSING-GY -KB,B,13,KBA500328A,15,150,PL,12,40,02/09/2027,,02/09/2027,Open,N,FLUID SYSTEMS - IRVINE,47.0,"IRVINE, CA",0,11/07/2025,0,0.0,05/30/2000,40,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 5,PISTON                -KB,-,1,KBA500328A,7,61,PL,12,16,02/12/2027,,02/12/2027,Open,N,FLUID SYSTEMS - IRVINE,20.0,"IRVINE, CA",0,10/09/2025,0,0.0,03/02/2000,16,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 9,GEAR HOUSING-GY -KB,B,13,KBA500328A,15,151,PL,12,40,02/10/2027,,02/10/2027,Open,N,FLUID SYSTEMS - IRVINE,47.0,"IRVINE, CA",0,11/07/2025,0,0.0,05/31/2000,40,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 31,STUB PIPE-GY,C,8,LTA5F0328A,8,81,PL,12,12,02/10/2027,,02/10/2027,Open,N,FLUID SYSTEMS - IRVINE,24.0,"IRVINE, CA",0,11/07/2025,0,0.0,03/22/2000,36,687648,J1,66,05/22/2017,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 3,"FITTING,INLET KB-GY",-,7,KBA500328A,19,57,PL,12,20,02/11/2027,,02/11/2027,Open,N,FLUID SYSTEMS - IRVINE,29.0,"IRVINE, CA",0,11/14/2025,0,0.0,02/27/2000,20,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 30,CLEVIS-KB,-,1,KBA500328A,14,105,PL,12,15,02/12/2027,,02/12/2027,Open,N,FLUID SYSTEMS - IRVINE,15.0,"IRVINE, CA",0,11/25/2025,0,0.0,04/15/2000,15,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 19,ASSY-HOUSING-SHARED,D,12,LTA5F0328A,5,146,PL,12,18,02/12/2027,,02/12/2027,Open,N,FLUID SYSTEMS - IRVINE,17.0,"IRVINE, CA",0,10/28/2025,0,0.0,05/26/2000,18,687648,J1,66,05/22/2017,Commercial,EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 19,ASSY-HOUSING-SHARED,D,12,LTA5F0328A,5,147,PL,12,18,02/12/2027,,02/12/2027,Open,N,FLUID SYSTEMS - IRVINE,17.0,"IRVINE, CA",0,10/28/2025,0,0.0,05/27/2000,18,687648,J1,66,05/22/2017,Commercial,EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 4,HOUSING ASSY,E,5,KBA500328A,17,105,PL,12,6,02/15/2027,,02/15/2027,Open,N,FLUID SYSTEMS - IRVINE,6.0,"IRVINE, CA",0,11/14/2025,0,0.0,04/15/2000,3,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 27,NOZZLE,D,5,LTA500328A,18,29,PL,12,75,02/16/2027,,02/16/2027,Open,N,FLUID SYSTEMS - IRVINE,30.0,"IRVINE, CA",0,10/14/2025,0,0.0,01/30/2000,50,687648,J1,66,12/12/2016,Commercial,EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 28,"HOUSING, BEARING      -KB",-,1,KBA500328A,12,130,PL,12,12,02/19/2027,,02/19/2027,Open,N,FLUID SYSTEMS - IRVINE,12.0,"IRVINE, CA",0,11/26/2025,0,0.0,05/10/2000,12,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 19,ASSY-HOUSING-SHARED,D,12,LTA5F0328A,5,148,PL,12,18,03/03/2027,,03/03/2027,Open,N,FLUID SYSTEMS - IRVINE,17.0,"IRVINE, CA",0,10/28/2025,0,0.0,05/28/2000,18,687648,J1,66,05/22/2017,Commercial,EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 24,BODY-KB-GY,K,21,KBA500328A,2,97,PL,12,16,03/05/2027,,03/05/2027,Open,N,FLUID SYSTEMS - IRVINE,16.0,"IRVINE, CA",0,11/17/2025,0,0.0,04/07/2000,16,687648,J1,66,04/25/2018,Commercial,EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 30,CLEVIS-KB,-,1,KBA500328A,14,106,PL,12,15,02/19/2027,,02/19/2027,Open,N,FLUID SYSTEMS - IRVINE,15.0,"IRVINE, CA",0,11/25/2025,0,0.0,04/16/2000,15,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 10,HOUSING ASSY-GY,B,14,KBA500328A,20,51,PL,12,48,02/19/2027,,02/19/2027,Open,N,FLUID SYSTEMS - IRVINE,48.0,"IRVINE, CA",0,10/31/2025,0,0.0,02/21/2000,48,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 8,BODY-KB-GY,J,20,KBA500328A,4,78,PL,12,24,02/22/2027,,02/22/2027,Open,N,FLUID SYSTEMS - IRVINE,24.0,"IRVINE, CA",0,11/04/2025,0,0.0,03/19/2000,24,687648,J1,66,04/25/2018,Commercial,EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 4,HOUSING ASSY,E,5,KBA500328A,17,106,PL,12,6,02/22/2027,,02/22/2027,Open,N,FLUID SYSTEMS - IRVINE,6.0,"IRVINE, CA",0,11/14/2025,0,0.0,04/16/2000,3,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 6,"FITTING, CABLE        -KB",A,5,KBA500328A,11,46,PL,12,10,02/23/2027,,02/23/2027,Open,N,FLUID SYSTEMS - IRVINE,10.0,"IRVINE, CA",0,08/13/2025,0,0.0,02/16/2000,7,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 31,STUB PIPE-GY,C,8,LTA5F0328A,8,82,PL,12,36,02/24/2027,,02/24/2027,Open,N,FLUID SYSTEMS - IRVINE,24.0,"IRVINE, CA",0,11/07/2025,0,0.0,03/23/2000,36,687648,J1,66,05/22/2017,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 9,GEAR HOUSING-GY -KB,B,13,KBA500328A,15,152,PL,12,40,02/25/2027,,02/25/2027,Open,N,FLUID SYSTEMS - IRVINE,47.0,"IRVINE, CA",0,11/07/2025,0,0.0,06/01/2000,40,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 13,RETAINER ASSY         -KB,D,3,KBA500328A,8,63,PL,12,16,02/26/2027,,02/26/2027,Open,N,FLUID SYSTEMS - IRVINE,14.0,"IRVINE, CA",0,11/07/2025,0,0.0,03/04/2000,14,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 12,CLAMP DISK RING       -KB,D,9,KBA500328A,6,81,PL,12,10,03/02/2027,,03/02/2027,Open,N,FLUID SYSTEMS - IRVINE,7.0,"IRVINE, CA",0,11/07/2025,0,0.0,03/22/2000,10,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 34,PISTON HEAD  -KB,-,2,KBA500328A,18,24,PL,12,50,03/03/2027,,03/03/2027,Open,N,FLUID SYSTEMS - IRVINE,50.0,"IRVINE, CA",0,10/30/2025,0,0.0,01/25/2000,50,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 24,BODY-KB-GY,K,21,KBA500328A,2,98,PL,12,16,03/05/2027,,03/05/2027,Open,N,FLUID SYSTEMS - IRVINE,16.0,"IRVINE, CA",0,11/17/2025,0,0.0,04/08/2000,16,687648,J1,66,04/25/2018,Commercial,EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 8,BODY-KB-GY,J,20,KBA500328A,4,79,PL,12,24,03/05/2027,,03/05/2027,Open,N,FLUID SYSTEMS - IRVINE,24.0,"IRVINE, CA",0,11/04/2025,0,0.0,03/20/2000,24,687648,J1,66,04/25/2018,Commercial,EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 32,POPPET-GY             -KB,B,7,KBA500328A,5,69,PL,12,10,03/05/2027,,03/05/2027,Open,N,FLUID SYSTEMS - IRVINE,12.0,"IRVINE, CA",0,11/15/2025,0,0.0,03/10/2000,10,687648,J1,66,04/25/2018,Commercial,EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 28,"HOUSING, BEARING      -KB",-,1,KBA500328A,12,131,PL,12,12,03/05/2027,,03/05/2027,Open,N,FLUID SYSTEMS - IRVINE,12.0,"IRVINE, CA",0,11/26/2025,0,0.0,05/11/2000,12,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 30,CLEVIS-KB,-,1,KBA500328A,14,107,PL,12,15,03/05/2027,,03/05/2027,Open,N,FLUID SYSTEMS - IRVINE,15.0,"IRVINE, CA",0,11/25/2025,0,0.0,04/17/2000,15,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 4,HOUSING ASSY,E,5,KBA500328A,17,107,PL,12,6,03/08/2027,,03/08/2027,Open,N,FLUID SYSTEMS - IRVINE,6.0,"IRVINE, CA",0,11/14/2025,0,0.0,04/17/2000,3,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 10,HOUSING ASSY-GY,B,14,KBA500328A,20,52,PL,12,48,03/09/2027,,03/09/2027,Open,N,FLUID SYSTEMS - IRVINE,48.0,"IRVINE, CA",0,10/31/2025,0,0.0,02/22/2000,9,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 15,BRACKET               -KB,-,2,KBA500328A,9,64,PL,12,20,03/10/2027,,03/10/2027,Open,N,FLUID SYSTEMS - IRVINE,19.0,"IRVINE, CA",0,07/09/2025,0,0.0,03/05/2000,20,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 31,STUB PIPE-GY,C,8,LTA5F0328A,8,83,PL,12,24,03/10/2027,,03/10/2027,Open,N,FLUID SYSTEMS - IRVINE,24.0,"IRVINE, CA",0,11/07/2025,0,0.0,03/24/2000,18,687648,J1,66,05/22/2017,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 25,ASSY-HOUSING,E,10,LTA500328A,17,70,PL,12,90,03/10/2027,,03/10/2027,Open,N,FLUID SYSTEMS - IRVINE,123.0,"IRVINE, CA",0,11/04/2025,0,0.0,03/11/2000,65,687648,J1,66,12/12/2016,Commercial,EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 27,NOZZLE,D,5,LTA500328A,18,30,PL,12,105,03/10/2027,,03/10/2027,Open,N,FLUID SYSTEMS - IRVINE,30.0,"IRVINE, CA",0,10/14/2025,0,0.0,01/31/2000,50,687648,J1,66,12/12/2016,Commercial,EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 9,GEAR HOUSING-GY -KB,B,13,KBA500328A,15,153,PL,12,40,03/11/2027,,03/11/2027,Open,N,FLUID SYSTEMS - IRVINE,47.0,"IRVINE, CA",0,11/07/2025,0,0.0,06/02/2000,40,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 3,"FITTING,INLET KB-GY",-,7,KBA500328A,19,58,PL,12,20,03/11/2027,,03/11/2027,Open,N,FLUID SYSTEMS - IRVINE,29.0,"IRVINE, CA",0,11/14/2025,0,0.0,02/28/2000,20,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 28,"HOUSING, BEARING      -KB",-,1,KBA500328A,12,132,PL,12,12,03/12/2027,,03/12/2027,Open,N,FLUID SYSTEMS - IRVINE,12.0,"IRVINE, CA",0,11/26/2025,0,0.0,05/12/2000,12,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 5,PISTON                -KB,-,1,KBA500328A,7,62,PL,12,16,03/12/2027,,03/12/2027,Open,N,FLUID SYSTEMS - IRVINE,20.0,"IRVINE, CA",0,10/09/2025,0,0.0,03/03/2000,16,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 14,"RETAINER, POPPET      -KB",A,4,KBA500328A,13,33,PL,12,13,03/12/2027,,03/12/2027,Open,N,FLUID SYSTEMS - IRVINE,13.0,"IRVINE, CA",0,09/11/2025,0,0.0,02/03/2000,10,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 4,HOUSING ASSY,E,5,KBA500328A,17,108,PL,12,6,03/15/2027,,03/15/2027,Open,N,FLUID SYSTEMS - IRVINE,6.0,"IRVINE, CA",0,11/14/2025,0,0.0,04/18/2000,3,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 35,FITTING(INLET)-GY,-,1,LTA500328A,16,21,PL,12,40,03/15/2027,,03/15/2027,Open,N,FLUID SYSTEMS - IRVINE,15.0,"IRVINE, CA",0,11/14/2025,0,0.0,01/22/2000,40,687648,J1,66,12/12/2016,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 33,"CLEVIS, ACTUATOR      -KB",-,1,KBA500328A,10,46,PL,12,10,03/16/2027,,03/16/2027,Open,N,FLUID SYSTEMS - IRVINE,10.0,"IRVINE, CA",0,10/30/2025,0,0.0,02/16/2000,10,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 19,ASSY-HOUSING-SHARED,D,12,LTA5F0328A,5,149,PL,12,18,03/17/2027,,03/17/2027,Open,N,FLUID SYSTEMS - IRVINE,17.0,"IRVINE, CA",0,10/28/2025,0,0.0,05/29/2000,18,687648,J1,66,05/22/2017,Commercial,EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 19,ASSY-HOUSING-SHARED,D,12,LTA5F0328A,5,150,PL,12,18,03/17/2027,,03/17/2027,Open,N,FLUID SYSTEMS - IRVINE,17.0,"IRVINE, CA",0,10/28/2025,0,0.0,05/30/2000,18,687648,J1,66,05/22/2017,Commercial,EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 8,BODY-KB-GY,J,20,KBA500328A,4,80,PL,12,24,03/19/2027,,03/19/2027,Open,N,FLUID SYSTEMS - IRVINE,24.0,"IRVINE, CA",0,11/04/2025,0,0.0,03/21/2000,6,687648,J1,66,04/25/2018,Commercial,EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 30,CLEVIS-KB,-,1,KBA500328A,14,108,PL,12,15,03/19/2027,,03/19/2027,Open,N,FLUID SYSTEMS - IRVINE,15.0,"IRVINE, CA",0,11/25/2025,0,0.0,04/18/2000,15,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 9,GEAR HOUSING-GY -KB,B,13,KBA500328A,15,154,PL,12,40,03/22/2027,,03/22/2027,Open,N,FLUID SYSTEMS - IRVINE,47.0,"IRVINE, CA",0,11/07/2025,0,0.0,06/03/2000,40,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 12,CLAMP DISK RING       -KB,D,9,KBA500328A,6,82,PL,12,10,03/23/2027,,03/23/2027,Open,N,FLUID SYSTEMS - IRVINE,7.0,"IRVINE, CA",0,11/07/2025,0,0.0,03/23/2000,10,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 31,STUB PIPE-GY,C,8,LTA5F0328A,8,84,PL,12,24,03/24/2027,,03/24/2027,Open,N,FLUID SYSTEMS - IRVINE,24.0,"IRVINE, CA",0,11/07/2025,0,0.0,03/25/2000,36,687648,J1,66,05/22/2017,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 11,PISTON-ASSY-GY      -KB,A,11,KBA500328A,16,67,PL,12,40,03/25/2027,,03/25/2027,Open,N,FLUID SYSTEMS - IRVINE,40.0,"IRVINE, CA",0,11/18/2025,0,0.0,03/08/2000,40,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 13,RETAINER ASSY         -KB,D,3,KBA500328A,8,64,PL,12,16,03/26/2027,,03/26/2027,Open,N,FLUID SYSTEMS - IRVINE,14.0,"IRVINE, CA",0,11/07/2025,0,0.0,03/05/2000,16,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 28,"HOUSING, BEARING      -KB",-,1,KBA500328A,12,133,PL,12,12,03/26/2027,,03/26/2027,Open,N,FLUID SYSTEMS - IRVINE,12.0,"IRVINE, CA",0,11/26/2025,0,0.0,05/13/2000,12,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 4,HOUSING ASSY,E,5,KBA500328A,17,109,PL,12,6,03/29/2027,,03/29/2027,Open,N,FLUID SYSTEMS - IRVINE,6.0,"IRVINE, CA",0,11/14/2025,0,0.0,04/19/2000,3,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 10,HOUSING ASSY-GY,B,14,KBA500328A,20,53,PL,12,48,03/31/2027,,03/31/2027,Open,N,FLUID SYSTEMS - IRVINE,48.0,"IRVINE, CA",0,10/31/2025,0,0.0,02/23/2000,48,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 28,"HOUSING, BEARING      -KB",-,1,KBA500328A,12,134,PL,12,12,04/02/2027,,04/02/2027,Open,N,FLUID SYSTEMS - IRVINE,12.0,"IRVINE, CA",0,11/26/2025,0,0.0,05/14/2000,12,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 30,CLEVIS-KB,-,1,KBA500328A,14,109,PL,12,15,04/02/2027,,04/02/2027,Open,N,FLUID SYSTEMS - IRVINE,15.0,"IRVINE, CA",0,11/25/2025,0,0.0,04/19/2000,15,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 4,HOUSING ASSY,E,5,KBA500328A,17,110,PL,12,6,04/05/2027,,04/05/2027,Open,N,FLUID SYSTEMS - IRVINE,6.0,"IRVINE, CA",0,11/14/2025,0,0.0,04/20/2000,3,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 6,"FITTING, CABLE        -KB",A,5,KBA500328A,11,47,PL,12,10,04/06/2027,,04/06/2027,Open,N,FLUID SYSTEMS - IRVINE,10.0,"IRVINE, CA",0,08/13/2025,0,0.0,02/17/2000,10,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 15,BRACKET               -KB,-,2,KBA500328A,9,65,PL,12,20,04/07/2027,,04/07/2027,Open,N,FLUID SYSTEMS - IRVINE,19.0,"IRVINE, CA",0,07/09/2025,0,0.0,03/06/2000,20,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 31,STUB PIPE-GY,C,8,LTA5F0328A,8,85,PL,12,30,04/07/2027,,04/07/2027,Open,N,FLUID SYSTEMS - IRVINE,24.0,"IRVINE, CA",0,11/07/2025,0,0.0,03/26/2000,36,687648,J1,66,05/22/2017,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 9,GEAR HOUSING-GY -KB,B,13,KBA500328A,15,155,PL,12,40,04/08/2027,,04/08/2027,Open,N,FLUID SYSTEMS - IRVINE,47.0,"IRVINE, CA",0,11/07/2025,0,0.0,06/04/2000,40,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 25,ASSY-HOUSING,E,10,LTA500328A,17,71,PL,12,60,04/08/2027,,04/08/2027,Open,N,FLUID SYSTEMS - IRVINE,123.0,"IRVINE, CA",0,11/04/2025,0,0.0,03/12/2000,65,687648,J1,66,12/12/2016,Commercial,EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 27,NOZZLE,D,5,LTA500328A,18,31,PL,12,105,04/08/2027,,04/08/2027,Open,N,FLUID SYSTEMS - IRVINE,30.0,"IRVINE, CA",0,10/14/2025,0,0.0,02/01/2000,50,687648,J1,66,12/12/2016,Commercial,EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 5,PISTON                -KB,-,1,KBA500328A,7,63,PL,12,16,04/09/2027,,04/09/2027,Open,N,FLUID SYSTEMS - IRVINE,20.0,"IRVINE, CA",0,10/09/2025,0,0.0,03/04/2000,16,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 3,"FITTING,INLET KB-GY",-,7,KBA500328A,19,59,PL,12,20,04/12/2027,,04/12/2027,Open,N,FLUID SYSTEMS - IRVINE,29.0,"IRVINE, CA",0,11/14/2025,0,0.0,02/29/2000,20,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 9,GEAR HOUSING-GY -KB,B,13,KBA500328A,15,156,PL,12,40,04/14/2027,,04/14/2027,Open,N,FLUID SYSTEMS - IRVINE,47.0,"IRVINE, CA",0,11/07/2025,0,0.0,06/05/2000,30,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 10,HOUSING ASSY-GY,B,14,KBA500328A,20,54,PL,12,48,04/14/2027,,04/14/2027,Open,N,FLUID SYSTEMS - IRVINE,48.0,"IRVINE, CA",0,10/31/2025,0,0.0,02/24/2000,48,687648,J1,66,04/25/2018,"Govt, DFARS Compliant",EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
Part 19,ASSY-HOUSING-SHARED,D,12,LTA5F0328A,5,151,PL,12,18,04/15/2027,,04/15/2027,Open,N,FLUID SYSTEMS - IRVINE,17.0,"IRVINE, CA",0,10/28/2025,0,0.0,05/31/2000,18,687648,J1,66,05/22/2017,Commercial,EA,MAINI PRECISION PRODUCTS LIMIT,Supplier 1
